time (s),x (m),z (m),V (m/s),gamma_Deg (deg),theta_deg (deg),q_deg_s (deg/s),alpha_deg (deg),lift (N),drag (N),pitch_moment (N.m),density (kg/m^3), L/D ratio
45.740000,3758.023451,440.173821,82.174602,-8.887342,-3.091336,0.000487,5.796006,1162.907920,187.152724,-0.000009,1.174076,6.213684
45.750000,3758.835329,440.046869,82.174157,-8.887328,-3.091331,0.000487,5.795997,1162.907822,187.152787,-0.000009,1.174090,6.213682
45.760000,3759.647202,439.919917,82.173711,-8.887314,-3.091326,0.000487,5.795988,1162.907724,187.152850,-0.000009,1.174105,6.213679
45.770000,3760.459071,439.792965,82.173265,-8.887300,-3.091321,0.000486,5.795979,1162.907626,187.152912,-0.000009,1.174119,6.213676
45.780000,3761.270936,439.666015,82.172820,-8.887287,-3.091316,0.000486,5.795970,1162.907528,187.152975,-0.000009,1.174134,6.213674
45.790000,3762.082797,439.539066,82.172374,-8.887273,-3.091312,0.000486,5.795961,1162.907430,187.153038,-0.000009,1.174148,6.213671
45.800000,3762.894653,439.412118,82.171928,-8.887259,-3.091307,0.000485,5.795952,1162.907332,187.153100,-0.000009,1.174162,6.213669
45.810000,3763.706505,439.285170,82.171483,-8.887245,-3.091302,0.000485,5.795943,1162.907234,187.153163,-0.000009,1.174177,6.213666
45.820000,3764.518352,439.158223,82.171037,-8.887231,-3.091297,0.000485,5.795934,1162.907137,187.153225,-0.000009,1.174191,6.213663
45.830000,3765.330195,439.031278,82.170591,-8.887218,-3.091292,0.000485,5.795925,1162.907039,187.153288,-0.000009,1.174206,6.213661
45.840000,3766.142034,438.904333,82.170145,-8.887204,-3.091287,0.000484,5.795916,1162.906941,187.153350,-0.000009,1.174220,6.213658
45.850000,3766.953868,438.777389,82.169699,-8.887190,-3.091282,0.000484,5.795907,1162.906843,187.153413,-0.000009,1.174235,6.213656
45.860000,3767.765698,438.650446,82.169253,-8.887176,-3.091278,0.000484,5.795899,1162.906746,187.153475,-0.000009,1.174249,6.213653
45.870000,3768.577523,438.523503,82.168807,-8.887162,-3.091273,0.000483,5.795890,1162.906648,187.153537,-0.000009,1.174264,6.213650
45.880000,3769.389344,438.396562,82.168362,-8.887149,-3.091268,0.000483,5.795881,1162.906550,187.153600,-0.000009,1.174278,6.213648
45.890000,3770.201161,438.269622,82.167916,-8.887135,-3.091263,0.000483,5.795872,1162.906453,187.153662,-0.000009,1.174293,6.213645
45.900000,3771.012973,438.142682,82.167470,-8.887121,-3.091258,0.000483,5.795863,1162.906355,187.153724,-0.000009,1.174307,6.213643
45.910000,3771.824781,438.015743,82.167024,-8.887108,-3.091253,0.000482,5.795854,1162.906258,187.153786,-0.000009,1.174321,6.213640
45.920000,3772.636585,437.888806,82.166577,-8.887094,-3.091249,0.000482,5.795845,1162.906160,187.153848,-0.000009,1.174336,6.213637
45.930000,3773.448384,437.761869,82.166131,-8.887080,-3.091244,0.000482,5.795836,1162.906063,187.153910,-0.000009,1.174350,6.213635
45.940000,3774.260179,437.634933,82.165685,-8.887066,-3.091239,0.000481,5.795827,1162.905966,187.153972,-0.000009,1.174365,6.213632
45.950000,3775.071970,437.507997,82.165239,-8.887053,-3.091234,0.000481,5.795818,1162.905868,187.154034,-0.000009,1.174379,6.213630
45.960000,3775.883756,437.381063,82.164793,-8.887039,-3.091229,0.000481,5.795810,1162.905771,187.154096,-0.000009,1.174394,6.213627
45.970000,3776.695537,437.254130,82.164347,-8.887025,-3.091225,0.000481,5.795801,1162.905674,187.154158,-0.000009,1.174408,6.213625
45.980000,3777.507315,437.127197,82.163901,-8.887012,-3.091220,0.000480,5.795792,1162.905577,187.154220,-0.000009,1.174423,6.213622
45.990000,3778.319088,437.000266,82.163454,-8.886998,-3.091215,0.000480,5.795783,1162.905480,187.154282,-0.000009,1.174437,6.213619
46.000000,3779.130856,436.873335,82.163008,-8.886984,-3.091210,0.000480,5.795774,1162.905383,187.154344,-0.000009,1.174451,6.213617
46.010000,3779.942620,436.746405,82.162562,-8.886971,-3.091205,0.000479,5.795765,1162.905286,187.154406,-0.000009,1.174466,6.213614
46.020000,3780.754380,436.619476,82.162115,-8.886957,-3.091201,0.000479,5.795756,1162.905189,187.154467,-0.000009,1.174480,6.213612
46.030000,3781.566136,436.492548,82.161669,-8.886943,-3.091196,0.000479,5.795748,1162.905092,187.154529,-0.000009,1.174495,6.213609
46.040000,3782.377887,436.365621,82.161223,-8.886930,-3.091191,0.000479,5.795739,1162.904995,187.154591,-0.000009,1.174509,6.213607
46.050000,3783.189634,436.238694,82.160776,-8.886916,-3.091186,0.000478,5.795730,1162.904898,187.154652,-0.000009,1.174524,6.213604
46.060000,3784.001376,436.111769,82.160330,-8.886903,-3.091181,0.000478,5.795721,1162.904801,187.154714,-0.000009,1.174538,6.213601
46.070000,3784.813114,435.984844,82.159883,-8.886889,-3.091177,0.000478,5.795712,1162.904704,187.154775,-0.000009,1.174553,6.213599
46.080000,3785.624847,435.857921,82.159437,-8.886875,-3.091172,0.000477,5.795704,1162.904607,187.154837,-0.000009,1.174567,6.213596
46.090000,3786.436576,435.730998,82.158990,-8.886862,-3.091167,0.000477,5.795695,1162.904511,187.154898,-0.000009,1.174582,6.213594
46.100000,3787.248301,435.604076,82.158544,-8.886848,-3.091162,0.000477,5.795686,1162.904414,187.154960,-0.000009,1.174596,6.213591
46.110000,3788.060022,435.477155,82.158097,-8.886835,-3.091158,0.000477,5.795677,1162.904317,187.155021,-0.000009,1.174610,6.213589
46.120000,3788.871738,435.350235,82.157650,-8.886821,-3.091153,0.000476,5.795668,1162.904221,187.155082,-0.000009,1.174625,6.213586
46.130000,3789.683449,435.223315,82.157204,-8.886808,-3.091148,0.000476,5.795660,1162.904124,187.155144,-0.000009,1.174639,6.213584
46.140000,3790.495157,435.096397,82.156757,-8.886794,-3.091143,0.000476,5.795651,1162.904028,187.155205,-0.000009,1.174654,6.213581
46.150000,3791.306859,434.969480,82.156310,-8.886781,-3.091139,0.000476,5.795642,1162.903931,187.155266,-0.000009,1.174668,6.213578
46.160000,3792.118558,434.842563,82.155864,-8.886767,-3.091134,0.000475,5.795633,1162.903835,187.155327,-0.000009,1.174683,6.213576
46.170000,3792.930252,434.715647,82.155417,-8.886753,-3.091129,0.000475,5.795624,1162.903738,187.155389,-0.000009,1.174697,6.213573
46.180000,3793.741942,434.588732,82.154970,-8.886740,-3.091124,0.000475,5.795616,1162.903642,187.155450,-0.000009,1.174712,6.213571
46.190000,3794.553627,434.461818,82.154523,-8.886726,-3.091120,0.000474,5.795607,1162.903546,187.155511,-0.000009,1.174726,6.213568
46.200000,3795.365308,434.334905,82.154076,-8.886713,-3.091115,0.000474,5.795598,1162.903449,187.155572,-0.000009,1.174741,6.213566
46.210000,3796.176985,434.207993,82.153630,-8.886700,-3.091110,0.000474,5.795589,1162.903353,187.155633,-0.000009,1.174755,6.213563
46.220000,3796.988657,434.081082,82.153183,-8.886686,-3.091105,0.000474,5.795581,1162.903257,187.155694,-0.000009,1.174769,6.213561
46.230000,3797.800325,433.954171,82.152736,-8.886673,-3.091101,0.000473,5.795572,1162.903161,187.155755,-0.000009,1.174784,6.213558
46.240000,3798.611988,433.827262,82.152289,-8.886659,-3.091096,0.000473,5.795563,1162.903065,187.155816,-0.000009,1.174798,6.213556
46.250000,3799.423647,433.700353,82.151842,-8.886646,-3.091091,0.000473,5.795555,1162.902969,187.155876,-0.000009,1.174813,6.213553
46.260000,3800.235302,433.573445,82.151395,-8.886632,-3.091086,0.000472,5.795546,1162.902873,187.155937,-0.000009,1.174827,6.213551
46.270000,3801.046952,433.446538,82.150948,-8.886619,-3.091082,0.000472,5.795537,1162.902777,187.155998,-0.000009,1.174842,6.213548
46.280000,3801.858598,433.319632,82.150501,-8.886605,-3.091077,0.000472,5.795528,1162.902681,187.156059,-0.000009,1.174856,6.213545
46.290000,3802.670239,433.192727,82.150054,-8.886592,-3.091072,0.000472,5.795520,1162.902585,187.156119,-0.000009,1.174871,6.213543
46.300000,3803.481876,433.065823,82.149606,-8.886579,-3.091068,0.000471,5.795511,1162.902489,187.156180,-0.000009,1.174885,6.213540
46.310000,3804.293509,432.938919,82.149159,-8.886565,-3.091063,0.000471,5.795502,1162.902393,187.156241,-0.000009,1.174900,6.213538
46.320000,3805.105137,432.812017,82.148712,-8.886552,-3.091058,0.000471,5.795494,1162.902298,187.156301,-0.000009,1.174914,6.213535
46.330000,3805.916761,432.685115,82.148265,-8.886538,-3.091053,0.000470,5.795485,1162.902202,187.156362,-0.000009,1.174928,6.213533
46.340000,3806.728381,432.558214,82.147818,-8.886525,-3.091049,0.000470,5.795476,1162.902106,187.156422,-0.000009,1.174943,6.213530
46.350000,3807.539996,432.431314,82.147370,-8.886512,-3.091044,0.000470,5.795468,1162.902010,187.156483,-0.000009,1.174957,6.213528
46.360000,3808.351607,432.304415,82.146923,-8.886498,-3.091039,0.000470,5.795459,1162.901915,187.156543,-0.000009,1.174972,6.213525
46.370000,3809.163213,432.177517,82.146476,-8.886485,-3.091035,0.000469,5.795450,1162.901819,187.156604,-0.000009,1.174986,6.213523
46.380000,3809.974815,432.050620,82.146028,-8.886472,-3.091030,0.000469,5.795442,1162.901724,187.156664,-0.000009,1.175001,6.213520
46.390000,3810.786413,431.923724,82.145581,-8.886458,-3.091025,0.000469,5.795433,1162.901628,187.156724,-0.000009,1.175015,6.213518
46.400000,3811.598006,431.796828,82.145134,-8.886445,-3.091021,0.000469,5.795424,1162.901533,187.156785,-0.000009,1.175030,6.213515
46.410000,3812.409595,431.669934,82.144686,-8.886432,-3.091016,0.000468,5.795416,1162.901437,187.156845,-0.000009,1.175044,6.213513
46.420000,3813.221179,431.543040,82.144239,-8.886418,-3.091011,0.000468,5.795407,1162.901342,187.156905,-0.000009,1.175059,6.213510
46.430000,3814.032759,431.416147,82.143791,-8.886405,-3.091007,0.000468,5.795398,1162.901247,187.156965,-0.000009,1.175073,6.213508
46.440000,3814.844335,431.289255,82.143344,-8.886392,-3.091002,0.000467,5.795390,1162.901151,187.157025,-0.000009,1.175088,6.213505
46.450000,3815.655906,431.162364,82.142896,-8.886378,-3.090997,0.000467,5.795381,1162.901056,187.157085,-0.000009,1.175102,6.213503
46.460000,3816.467473,431.035474,82.142449,-8.886365,-3.090992,0.000467,5.795373,1162.900961,187.157145,-0.000009,1.175116,6.213500
46.470000,3817.279035,430.908584,82.142001,-8.886352,-3.090988,0.000467,5.795364,1162.900866,187.157205,-0.000009,1.175131,6.213498
46.480000,3818.090593,430.781696,82.141553,-8.886338,-3.090983,0.000466,5.795355,1162.900771,187.157265,-0.000009,1.175145,6.213495
46.490000,3818.902147,430.654808,82.141106,-8.886325,-3.090979,0.000466,5.795347,1162.900676,187.157325,-0.000009,1.175160,6.213493
46.500000,3819.713696,430.527922,82.140658,-8.886312,-3.090974,0.000466,5.795338,1162.900581,187.157385,-0.000009,1.175174,6.213490
46.510000,3820.525241,430.401036,82.140210,-8.886299,-3.090969,0.000465,5.795330,1162.900486,187.157445,-0.000009,1.175189,6.213488
46.520000,3821.336781,430.274151,82.139763,-8.886285,-3.090965,0.000465,5.795321,1162.900391,187.157505,-0.000009,1.175203,6.213485
46.530000,3822.148318,430.147267,82.139315,-8.886272,-3.090960,0.000465,5.795312,1162.900296,187.157565,-0.000009,1.175218,6.213483
46.540000,3822.959849,430.020384,82.138867,-8.886259,-3.090955,0.000465,5.795304,1162.900201,187.157624,-0.000009,1.175232,6.213480
46.550000,3823.771377,429.893501,82.138419,-8.886246,-3.090951,0.000464,5.795295,1162.900106,187.157684,-0.000009,1.175247,6.213478
46.560000,3824.582899,429.766620,82.137971,-8.886233,-3.090946,0.000464,5.795287,1162.900011,187.157744,-0.000009,1.175261,6.213475
46.570000,3825.394418,429.639739,82.137524,-8.886219,-3.090941,0.000464,5.795278,1162.899917,187.157803,-0.000009,1.175275,6.213473
46.580000,3826.205932,429.512860,82.137076,-8.886206,-3.090937,0.000464,5.795270,1162.899822,187.157863,-0.000009,1.175290,6.213470
46.590000,3827.017442,429.385981,82.136628,-8.886193,-3.090932,0.000463,5.795261,1162.899727,187.157923,-0.000009,1.175304,6.213468
46.600000,3827.828947,429.259103,82.136180,-8.886180,-3.090927,0.000463,5.795252,1162.899632,187.157982,-0.000009,1.175319,6.213465
46.610000,3828.640448,429.132226,82.135732,-8.886167,-3.090923,0.000463,5.795244,1162.899538,187.158042,-0.000009,1.175333,6.213463
46.620000,3829.451945,429.005350,82.135284,-8.886154,-3.090918,0.000462,5.795235,1162.899443,187.158101,-0.000009,1.175348,6.213460
46.630000,3830.263437,428.878475,82.134836,-8.886140,-3.090914,0.000462,5.795227,1162.899349,187.158160,-0.000009,1.175362,6.213458
46.640000,3831.074924,428.751600,82.134388,-8.886127,-3.090909,0.000462,5.795218,1162.899254,187.158220,-0.000009,1.175377,6.213455
46.650000,3831.886408,428.624727,82.133940,-8.886114,-3.090904,0.000462,5.795210,1162.899160,187.158279,-0.000009,1.175391,6.213453
46.660000,3832.697887,428.497854,82.133492,-8.886101,-3.090900,0.000461,5.795201,1162.899066,187.158338,-0.000009,1.175406,6.213450
46.670000,3833.509361,428.370982,82.133043,-8.886088,-3.090895,0.000461,5.795193,1162.898971,187.158398,-0.000009,1.175420,6.213448
46.680000,3834.320831,428.244111,82.132595,-8.886075,-3.090890,0.000461,5.795184,1162.898877,187.158457,-0.000009,1.175434,6.213446
46.690000,3835.132297,428.117241,82.132147,-8.886062,-3.090886,0.000461,5.795176,1162.898783,187.158516,-0.000009,1.175449,6.213443
46.700000,3835.943758,427.990372,82.131699,-8.886049,-3.090881,0.000460,5.795167,1162.898688,187.158575,-0.000009,1.175463,6.213441
46.710000,3836.755215,427.863504,82.131251,-8.886035,-3.090877,0.000460,5.795159,1162.898594,187.158634,-0.000009,1.175478,6.213438
46.720000,3837.566668,427.736637,82.130802,-8.886022,-3.090872,0.000460,5.795150,1162.898500,187.158693,-0.000009,1.175492,6.213436
46.730000,3838.378116,427.609770,82.130354,-8.886009,-3.090867,0.000459,5.795142,1162.898406,187.158752,-0.000009,1.175507,6.213433
46.740000,3839.189560,427.482905,82.129906,-8.885996,-3.090863,0.000459,5.795133,1162.898312,187.158811,-0.000009,1.175521,6.213431
46.750000,3840.000999,427.356040,82.129457,-8.885983,-3.090858,0.000459,5.795125,1162.898218,187.158870,-0.000009,1.175536,6.213428
46.760000,3840.812434,427.229176,82.129009,-8.885970,-3.090854,0.000459,5.795116,1162.898124,187.158929,-0.000009,1.175550,6.213426
46.770000,3841.623865,427.102313,82.128561,-8.885957,-3.090849,0.000458,5.795108,1162.898030,187.158988,-0.000009,1.175565,6.213423
