time (s),x (m),z (m),V (m/s),gamma_Deg (deg),theta_deg (deg),q_deg_s (deg/s),alpha_deg (deg),lift (N),drag (N),pitch_moment (N.m),density (kg/m^3), L/D ratio
70.190000,5729.483010,132.274045,81.031478,-8.870669,-3.085463,0.000072,5.785206,1162.756653,187.223220,-0.000003,1.209531,6.210537
70.200000,5730.283630,132.149091,81.030998,-8.870667,-3.085462,0.000072,5.785205,1162.756616,187.223225,-0.000003,1.209546,6.210536
70.210000,5731.084246,132.024138,81.030518,-8.870665,-3.085461,0.000072,5.785203,1162.756579,187.223231,-0.000003,1.209561,6.210536
70.220000,5731.884856,131.899186,81.030039,-8.870663,-3.085461,0.000072,5.785202,1162.756542,187.223236,-0.000003,1.209575,6.210535
70.230000,5732.685462,131.774234,81.029559,-8.870661,-3.085460,0.000072,5.785201,1162.756505,187.223242,-0.000003,1.209590,6.210535
70.240000,5733.486063,131.649283,81.029079,-8.870659,-3.085459,0.000072,5.785199,1162.756468,187.223247,-0.000003,1.209604,6.210535
70.250000,5734.286660,131.524333,81.028600,-8.870657,-3.085458,0.000072,5.785198,1162.756431,187.223253,-0.000003,1.209619,6.210534
70.260000,5735.087252,131.399384,81.028120,-8.870655,-3.085458,0.000071,5.785197,1162.756394,187.223258,-0.000003,1.209633,6.210534
70.270000,5735.887839,131.274436,81.027640,-8.870653,-3.085457,0.000071,5.785195,1162.756357,187.223264,-0.000003,1.209648,6.210534
70.280000,5736.688421,131.149488,81.027161,-8.870651,-3.085456,0.000071,5.785194,1162.756321,187.223269,-0.000003,1.209662,6.210533
70.290000,5737.488999,131.024541,81.026681,-8.870649,-3.085456,0.000071,5.785193,1162.756284,187.223275,-0.000003,1.209677,6.210533
70.300000,5738.289571,130.899595,81.026201,-8.870647,-3.085455,0.000071,5.785192,1162.756247,187.223280,-0.000003,1.209692,6.210532
70.310000,5739.090140,130.774649,81.025722,-8.870645,-3.085454,0.000071,5.785190,1162.756210,187.223286,-0.000003,1.209706,6.210532
70.320000,5739.890703,130.649705,81.025242,-8.870643,-3.085454,0.000071,5.785189,1162.756173,187.223291,-0.000003,1.209721,6.210532
70.330000,5740.691262,130.524761,81.024762,-8.870641,-3.085453,0.000071,5.785188,1162.756136,187.223296,-0.000003,1.209735,6.210531
70.340000,5741.491815,130.399817,81.024283,-8.870639,-3.085452,0.000071,5.785186,1162.756100,187.223302,-0.000003,1.209750,6.210531
70.350000,5742.292365,130.274875,81.023803,-8.870637,-3.085451,0.000071,5.785185,1162.756063,187.223307,-0.000003,1.209764,6.210531
70.360000,5743.092909,130.149934,81.023323,-8.870635,-3.085451,0.000071,5.785184,1162.756026,187.223313,-0.000003,1.209779,6.210530
70.370000,5743.893449,130.024993,81.022844,-8.870633,-3.085450,0.000071,5.785183,1162.755989,187.223318,-0.000003,1.209793,6.210530
70.380000,5744.693984,129.900053,81.022364,-8.870631,-3.085449,0.000070,5.785181,1162.755952,187.223323,-0.000003,1.209808,6.210529
70.390000,5745.494514,129.775113,81.021884,-8.870629,-3.085449,0.000070,5.785180,1162.755916,187.223329,-0.000003,1.209822,6.210529
70.400000,5746.295039,129.650175,81.021405,-8.870627,-3.085448,0.000070,5.785179,1162.755879,187.223334,-0.000003,1.209837,6.210529
70.410000,5747.095560,129.525237,81.020925,-8.870625,-3.085447,0.000070,5.785178,1162.755842,187.223339,-0.000003,1.209852,6.210528
70.420000,5747.896076,129.400300,81.020445,-8.870623,-3.085446,0.000070,5.785176,1162.755806,187.223344,-0.000003,1.209866,6.210528
70.430000,5748.696587,129.275364,81.019965,-8.870621,-3.085446,0.000070,5.785175,1162.755769,187.223350,-0.000003,1.209881,6.210528
70.440000,5749.497094,129.150428,81.019486,-8.870619,-3.085445,0.000070,5.785174,1162.755732,187.223355,-0.000003,1.209895,6.210527
70.450000,5750.297596,129.025494,81.019006,-8.870617,-3.085444,0.000070,5.785172,1162.755696,187.223360,-0.000003,1.209910,6.210527
70.460000,5751.098093,128.900560,81.018526,-8.870615,-3.085444,0.000070,5.785171,1162.755659,187.223365,-0.000003,1.209924,6.210526
70.470000,5751.898585,128.775627,81.018046,-8.870613,-3.085443,0.000070,5.785170,1162.755622,187.223371,-0.000003,1.209939,6.210526
70.480000,5752.699073,128.650694,81.017567,-8.870611,-3.085442,0.000070,5.785169,1162.755586,187.223376,-0.000003,1.209953,6.210526
70.490000,5753.499556,128.525763,81.017087,-8.870609,-3.085442,0.000069,5.785167,1162.755549,187.223381,-0.000003,1.209968,6.210525
70.500000,5754.300034,128.400832,81.016607,-8.870607,-3.085441,0.000069,5.785166,1162.755513,187.223386,-0.000003,1.209983,6.210525
70.510000,5755.100507,128.275902,81.016127,-8.870605,-3.085440,0.000069,5.785165,1162.755476,187.223391,-0.000003,1.209997,6.210525
70.520000,5755.900976,128.150972,81.015648,-8.870603,-3.085439,0.000069,5.785164,1162.755439,187.223397,-0.000003,1.210012,6.210524
70.530000,5756.701440,128.026044,81.015168,-8.870601,-3.085439,0.000069,5.785162,1162.755403,187.223402,-0.000003,1.210026,6.210524
70.540000,5757.501899,127.901116,81.014688,-8.870599,-3.085438,0.000069,5.785161,1162.755366,187.223407,-0.000003,1.210041,6.210523
70.550000,5758.302353,127.776189,81.014208,-8.870597,-3.085437,0.000069,5.785160,1162.755330,187.223412,-0.000003,1.210055,6.210523
70.560000,5759.102803,127.651263,81.013729,-8.870595,-3.085437,0.000069,5.785159,1162.755293,187.223417,-0.000003,1.210070,6.210523
70.570000,5759.903248,127.526337,81.013249,-8.870593,-3.085436,0.000069,5.785157,1162.755257,187.223422,-0.000003,1.210084,6.210522
70.580000,5760.703688,127.401412,81.012769,-8.870592,-3.085435,0.000069,5.785156,1162.755220,187.223427,-0.000003,1.210099,6.210522
70.590000,5761.504124,127.276488,81.012289,-8.870590,-3.085435,0.000069,5.785155,1162.755184,187.223432,-0.000003,1.210114,6.210522
70.600000,5762.304555,127.151565,81.011810,-8.870588,-3.085434,0.000068,5.785154,1162.755147,187.223437,-0.000003,1.210128,6.210521
70.610000,5763.104981,127.026643,81.011330,-8.870586,-3.085433,0.000068,5.785152,1162.755111,187.223443,-0.000003,1.210143,6.210521
70.620000,5763.905402,126.901721,81.010850,-8.870584,-3.085433,0.000068,5.785151,1162.755075,187.223448,-0.000003,1.210157,6.210521
70.630000,5764.705818,126.776800,81.010370,-8.870582,-3.085432,0.000068,5.785150,1162.755038,187.223453,-0.000003,1.210172,6.210520
70.640000,5765.506230,126.651880,81.009890,-8.870580,-3.085431,0.000068,5.785149,1162.755002,187.223458,-0.000003,1.210186,6.210520
70.650000,5766.306637,126.526961,81.009411,-8.870578,-3.085431,0.000068,5.785148,1162.754965,187.223463,-0.000003,1.210201,6.210519
70.660000,5767.107040,126.402042,81.008931,-8.870576,-3.085430,0.000068,5.785146,1162.754929,187.223468,-0.000003,1.210215,6.210519
70.670000,5767.907437,126.277124,81.008451,-8.870574,-3.085429,0.000068,5.785145,1162.754893,187.223473,-0.000003,1.210230,6.210519
70.680000,5768.707830,126.152207,81.007971,-8.870572,-3.085429,0.000068,5.785144,1162.754856,187.223478,-0.000003,1.210245,6.210518
70.690000,5769.508218,126.027291,81.007491,-8.870570,-3.085428,0.000068,5.785143,1162.754820,187.223483,-0.000003,1.210259,6.210518
70.700000,5770.308602,125.902376,81.007012,-8.870569,-3.085427,0.000068,5.785141,1162.754784,187.223487,-0.000003,1.210274,6.210518
70.710000,5771.108980,125.777461,81.006532,-8.870567,-3.085427,0.000068,5.785140,1162.754747,187.223492,-0.000003,1.210288,6.210517
70.720000,5771.909354,125.652547,81.006052,-8.870565,-3.085426,0.000067,5.785139,1162.754711,187.223497,-0.000003,1.210303,6.210517
70.730000,5772.709724,125.527634,81.005572,-8.870563,-3.085425,0.000067,5.785138,1162.754675,187.223502,-0.000003,1.210317,6.210517
70.740000,5773.510088,125.402721,81.005092,-8.870561,-3.085424,0.000067,5.785137,1162.754638,187.223507,-0.000003,1.210332,6.210516
70.750000,5774.310448,125.277809,81.004612,-8.870559,-3.085424,0.000067,5.785135,1162.754602,187.223512,-0.000003,1.210346,6.210516
70.760000,5775.110803,125.152898,81.004133,-8.870557,-3.085423,0.000067,5.785134,1162.754566,187.223517,-0.000003,1.210361,6.210516
70.770000,5775.911153,125.027988,81.003653,-8.870555,-3.085422,0.000067,5.785133,1162.754530,187.223522,-0.000003,1.210376,6.210515
70.780000,5776.711498,124.903079,81.003173,-8.870553,-3.085422,0.000067,5.785132,1162.754493,187.223527,-0.000003,1.210390,6.210515
70.790000,5777.511839,124.778170,81.002693,-8.870552,-3.085421,0.000067,5.785130,1162.754457,187.223531,-0.000003,1.210405,6.210515
70.800000,5778.312175,124.653262,81.002213,-8.870550,-3.085420,0.000067,5.785129,1162.754421,187.223536,-0.000003,1.210419,6.210514
70.810000,5779.112507,124.528355,81.001733,-8.870548,-3.085420,0.000067,5.785128,1162.754385,187.223541,-0.000003,1.210434,6.210514
70.820000,5779.912833,124.403449,81.001253,-8.870546,-3.085419,0.000067,5.785127,1162.754349,187.223546,-0.000003,1.210448,6.210513
70.830000,5780.713155,124.278543,81.000774,-8.870544,-3.085418,0.000066,5.785126,1162.754312,187.223551,-0.000003,1.210463,6.210513
70.840000,5781.513472,124.153639,81.000294,-8.870542,-3.085418,0.000066,5.785124,1162.754276,187.223555,-0.000003,1.210477,6.210513
70.850000,5782.313784,124.028735,80.999814,-8.870540,-3.085417,0.000066,5.785123,1162.754240,187.223560,-0.000003,1.210492,6.210512
70.860000,5783.114092,123.903831,80.999334,-8.870538,-3.085416,0.000066,5.785122,1162.754204,187.223565,-0.000003,1.210507,6.210512
70.870000,5783.914395,123.778929,80.998854,-8.870537,-3.085416,0.000066,5.785121,1162.754168,187.223570,-0.000003,1.210521,6.210512
70.880000,5784.714693,123.654027,80.998374,-8.870535,-3.085415,0.000066,5.785120,1162.754132,187.223574,-0.000003,1.210536,6.210511
70.890000,5785.514986,123.529126,80.997894,-8.870533,-3.085414,0.000066,5.785118,1162.754096,187.223579,-0.000003,1.210550,6.210511
70.900000,5786.315275,123.404226,80.997414,-8.870531,-3.085414,0.000066,5.785117,1162.754060,187.223584,-0.000003,1.210565,6.210511
70.910000,5787.115559,123.279327,80.996934,-8.870529,-3.085413,0.000066,5.785116,1162.754024,187.223588,-0.000003,1.210579,6.210510
70.920000,5787.915838,123.154428,80.996455,-8.870527,-3.085413,0.000066,5.785115,1162.753988,187.223593,-0.000003,1.210594,6.210510
70.930000,5788.716113,123.029530,80.995975,-8.870526,-3.085412,0.000066,5.785114,1162.753952,187.223598,-0.000003,1.210608,6.210510
70.940000,5789.516382,122.904633,80.995495,-8.870524,-3.085411,0.000066,5.785112,1162.753916,187.223602,-0.000003,1.210623,6.210509
70.950000,5790.316647,122.779736,80.995015,-8.870522,-3.085411,0.000065,5.785111,1162.753880,187.223607,-0.000003,1.210638,6.210509
70.960000,5791.116907,122.654841,80.994535,-8.870520,-3.085410,0.000065,5.785110,1162.753844,187.223612,-0.000003,1.210652,6.210509
70.970000,5791.917163,122.529946,80.994055,-8.870518,-3.085409,0.000065,5.785109,1162.753808,187.223616,-0.000003,1.210667,6.210508
70.980000,5792.717414,122.405052,80.993575,-8.870516,-3.085409,0.000065,5.785108,1162.753772,187.223621,-0.000003,1.210681,6.210508
70.990000,5793.517660,122.280159,80.993095,-8.870515,-3.085408,0.000065,5.785107,1162.753736,187.223626,-0.000003,1.210696,6.210508
71.000000,5794.317901,122.155266,80.992615,-8.870513,-3.085407,0.000065,5.785105,1162.753700,187.223630,-0.000003,1.210710,6.210507
71.010000,5795.118138,122.030374,80.992135,-8.870511,-3.085407,0.000065,5.785104,1162.753664,187.223635,-0.000003,1.210725,6.210507
71.020000,5795.918369,121.905483,80.991655,-8.870509,-3.085406,0.000065,5.785103,1162.753628,187.223639,-0.000003,1.210739,6.210506
71.030000,5796.718596,121.780593,80.991175,-8.870507,-3.085405,0.000065,5.785102,1162.753592,187.223644,-0.000003,1.210754,6.210506
71.040000,5797.518819,121.655704,80.990696,-8.870505,-3.085405,0.000065,5.785101,1162.753556,187.223648,-0.000003,1.210769,6.210506
71.050000,5798.319036,121.530815,80.990216,-8.870504,-3.085404,0.000065,5.785100,1162.753520,187.223653,-0.000003,1.210783,6.210505
71.060000,5799.119249,121.405927,80.989736,-8.870502,-3.085403,0.000064,5.785098,1162.753484,187.223657,-0.000003,1.210798,6.210505
71.070000,5799.919457,121.281040,80.989256,-8.870500,-3.085403,0.000064,5.785097,1162.753449,187.223662,-0.000003,1.210812,6.210505
71.080000,5800.719661,121.156153,80.988776,-8.870498,-3.085402,0.000064,5.785096,1162.753413,187.223666,-0.000003,1.210827,6.210504
71.090000,5801.519859,121.031268,80.988296,-8.870496,-3.085401,0.000064,5.785095,1162.753377,187.223671,-0.000003,1.210841,6.210504
71.100000,5802.320053,120.906383,80.987816,-8.870495,-3.085401,0.000064,5.785094,1162.753341,187.223675,-0.000003,1.210856,6.210504
71.110000,5803.120242,120.781499,80.987336,-8.870493,-3.085400,0.000064,5.785093,1162.753305,187.223680,-0.000003,1.210870,6.210503
71.120000,5803.920427,120.656615,80.986856,-8.870491,-3.085400,0.000064,5.785091,1162.753270,187.223684,-0.000003,1.210885,6.210503
71.130000,5804.720607,120.531733,80.986376,-8.870489,-3.085399,0.000064,5.785090,1162.753234,187.223689,-0.000003,1.210900,6.210503
71.140000,5805.520782,120.406851,80.985896,-8.870487,-3.085398,0.000064,5.785089,1162.753198,187.223693,-0.000003,1.210914,6.210502
71.150000,5806.320952,120.281970,80.985416,-8.870486,-3.085398,0.000064,5.785088,1162.753162,187.223697,-0.000003,1.210929,6.210502
71.160000,5807.121117,120.157089,80.984936,-8.870484,-3.085397,0.000064,5.785087,1162.753127,187.223702,-0.000003,1.210943,6.210502
71.170000,5807.921278,120.032210,80.984456,-8.870482,-3.085396,0.000064,5.785086,1162.753091,187.223706,-0.000003,1.210958,6.210501
71.180000,5808.721434,119.907331,80.983976,-8.870480,-3.085396,0.000063,5.785085,1162.753055,187.223711,-0.000003,1.210972,6.210501
71.190000,5809.521585,119.782453,80.983496,-8.870478,-3.085395,0.000063,5.785083,1162.753019,187.223715,-0.000003,1.210987,6.210501
71.200000,5810.321732,119.657576,80.983016,-8.870477,-3.085394,0.000063,5.785082,1162.752984,187.223719,-0.000003,1.211002,6.210500
71.210000,5811.121874,119.532699,80.982536,-8.870475,-3.085394,0.000063,5.785081,1162.752948,187.223724,-0.000003,1.211016,6.210500
71.220000,5811.922011,119.407824,80.982056,-8.870473,-3.085393,0.000063,5.785080,1162.752912,187.223728,-0.000003,1.211031,6.210500
71.230000,5812.722143,119.282949,80.981576,-8.870471,-3.085393,0.000063,5.785079,1162.752877,187.223732,-0.000003,1.211045,6.210499
71.240000,5813.522270,119.158075,80.981096,-8.870470,-3.085392,0.000063,5.785078,1162.752841,187.223737,-0.000003,1.211060,6.210499
71.250000,5814.322393,119.033201,80.980616,-8.870468,-3.085391,0.000063,5.785077,1162.752806,187.223741,-0.000003,1.211074,6.210499
71.260000,5815.122511,118.908329,80.980136,-8.870466,-3.085391,0.000063,5.785075,1162.752770,187.223745,-0.000003,1.211089,6.210498
71.270000,5815.922625,118.783457,80.979656,-8.870464,-3.085390,0.000063,5.785074,1162.752734,187.223749,-0.000003,1.211103,6.210498
71.280000,5816.722733,118.658586,80.979176,-8.870463,-3.085389,0.000063,5.785073,1162.752699,187.223754,-0.000003,1.211118,6.210498
71.290000,5817.522837,118.533715,80.978696,-8.870461,-3.085389,0.000063,5.785072,1162.752663,187.223758,-0.000003,1.211133,6.210497
71.300000,5818.322936,118.408846,80.978216,-8.870459,-3.085388,0.000062,5.785071,1162.752628,187.223762,-0.000003,1.211147,6.210497
71.310000,5819.123031,118.283977,80.977736,-8.870457,-3.085388,0.000062,5.785070,1162.752592,187.223766,-0.000003,1.211162,6.210497
71.320000,5819.923120,118.159109,80.977256,-8.870456,-3.085387,0.000062,5.785069,1162.752557,187.223771,-0.000003,1.211176,6.210496
71.330000,5820.723205,118.034241,80.976776,-8.870454,-3.085386,0.000062,5.785068,1162.752521,187.223775,-0.000003,1.211191,6.210496
71.340000,5821.523285,117.909375,80.976296,-8.870452,-3.085386,0.000062,5.785066,1162.752486,187.223779,-0.000003,1.211205,6.210496
71.350000,5822.323361,117.784509,80.975816,-8.870450,-3.085385,0.000062,5.785065,1162.752450,187.223783,-0.000003,1.211220,6.210495
71.360000,5823.123432,117.659644,80.975336,-8.870449,-3.085384,0.000062,5.785064,1162.752415,187.223787,-0.000003,1.211234,6.210495
71.370000,5823.923497,117.534780,80.974856,-8.870447,-3.085384,0.000062,5.785063,1162.752379,187.223791,-0.000003,1.211249,6.210495
71.380000,5824.723559,117.409916,80.974376,-8.870445,-3.085383,0.000062,5.785062,1162.752344,187.223796,-0.000003,1.211264,6.210494
71.390000,5825.523615,117.285054,80.973896,-8.870443,-3.085383,0.000062,5.785061,1162.752308,187.223800,-0.000003,1.211278,6.210494
71.400000,5826.323667,117.160192,80.973415,-8.870442,-3.085382,0.000062,5.785060,1162.752273,187.223804,-0.000003,1.211293,6.210494
71.410000,5827.123714,117.035331,80.972935,-8.870440,-3.085381,0.000062,5.785059,1162.752237,187.223808,-0.000003,1.211307,6.210493
71.420000,5827.923756,116.910470,80.972455,-8.870438,-3.085381,0.000061,5.785057,1162.752202,187.223812,-0.000003,1.211322,6.210493
71.430000,5828.723794,116.785611,80.971975,-8.870436,-3.085380,0.000061,5.785056,1162.752167,187.223816,-0.000003,1.211336,6.210493
71.440000,5829.523826,116.660752,80.971495,-8.870435,-3.085380,0.000061,5.785055,1162.752131,187.223820,-0.000003,1.211351,6.210493
71.450000,5830.323855,116.535893,80.971015,-8.870433,-3.085379,0.000061,5.785054,1162.752096,187.223824,-0.000003,1.211365,6.210492
71.460000,5831.123878,116.411036,80.970535,-8.870431,-3.085378,0.000061,5.785053,1162.752061,187.223828,-0.000003,1.211380,6.210492
71.470000,5831.923896,116.286180,80.970055,-8.870430,-3.085378,0.000061,5.785052,1162.752025,187.223832,-0.000003,1.211395,6.210492
71.480000,5832.723910,116.161324,80.969575,-8.870428,-3.085377,0.000061,5.785051,1162.751990,187.223836,-0.000003,1.211409,6.210491
71.490000,5833.523919,116.036469,80.969095,-8.870426,-3.085376,0.000061,5.785050,1162.751955,187.223840,-0.000003,1.211424,6.210491
71.500000,5834.323924,115.911614,80.968615,-8.870424,-3.085376,0.000061,5.785049,1162.751919,187.223844,-0.000003,1.211438,6.210491
71.510000,5835.123923,115.786761,80.968135,-8.870423,-3.085375,0.000061,5.785048,1162.751884,187.223848,-0.000003,1.211453,6.210490
71.520000,5835.923918,115.661908,80.967654,-8.870421,-3.085375,0.000061,5.785046,1162.751849,187.223852,-0.000003,1.211467,6.210490
71.530000,5836.723908,115.537056,80.967174,-8.870419,-3.085374,0.000061,5.785045,1162.751814,187.223856,-0.000003,1.211482,6.210490
71.540000,5837.523894,115.412205,80.966694,-8.870418,-3.085373,0.000060,5.785044,1162.751778,187.223860,-0.000003,1.211497,6.210489
71.550000,5838.323874,115.287354,80.966214,-8.870416,-3.085373,0.000060,5.785043,1162.751743,187.223864,-0.000003,1.211511,6.210489
71.560000,5839.123850,115.162505,80.965734,-8.870414,-3.085372,0.000060,5.785042,1162.751708,187.223868,-0.000003,1.211526,6.210489
71.570000,5839.923821,115.037656,80.965254,-8.870413,-3.085372,0.000060,5.785041,1162.751673,187.223872,-0.000003,1.211540,6.210488
71.580000,5840.723788,114.912807,80.964774,-8.870411,-3.085371,0.000060,5.785040,1162.751637,187.223876,-0.000003,1.211555,6.210488
71.590000,5841.523749,114.787960,80.964294,-8.870409,-3.085370,0.000060,5.785039,1162.751602,187.223880,-0.000003,1.211569,6.210488
71.600000,5842.323706,114.663113,80.963814,-8.870408,-3.085370,0.000060,5.785038,1162.751567,187.223884,-0.000003,1.211584,6.210487
71.610000,5843.123659,114.538267,80.963333,-8.870406,-3.085369,0.000060,5.785037,1162.751532,187.223887,-0.000003,1.211598,6.210487
71.620000,5843.923606,114.413422,80.962853,-8.870404,-3.085369,0.000060,5.785036,1162.751497,187.223891,-0.000003,1.211613,6.210487
71.630000,5844.723549,114.288578,80.962373,-8.870403,-3.085368,0.000060,5.785035,1162.751462,187.223895,-0.000003,1.211628,6.210486
71.640000,5845.523487,114.163734,80.961893,-8.870401,-3.085367,0.000060,5.785033,1162.751427,187.223899,-0.000003,1.211642,6.210486
71.650000,5846.323420,114.038891,80.961413,-8.870399,-3.085367,0.000060,5.785032,1162.751391,187.223903,-0.000003,1.211657,6.210486
71.660000,5847.123348,113.914049,80.960933,-8.870398,-3.085366,0.000059,5.785031,1162.751356,187.223907,-0.000003,1.211671,6.210485
71.670000,5847.923272,113.789208,80.960453,-8.870396,-3.085366,0.000059,5.785030,1162.751321,187.223910,-0.000003,1.211686,6.210485
71.680000,5848.723191,113.664368,80.959972,-8.870394,-3.085365,0.000059,5.785029,1162.751286,187.223914,-0.000003,1.211700,6.210485
71.690000,5849.523106,113.539528,80.959492,-8.870393,-3.085364,0.000059,5.785028,1162.751251,187.223918,-0.000003,1.211715,6.210485
71.700000,5850.323015,113.414689,80.959012,-8.870391,-3.085364,0.000059,5.785027,1162.751216,187.223922,-0.000003,1.211729,6.210484
71.710000,5851.122920,113.289850,80.958532,-8.870389,-3.085363,0.000059,5.785026,1162.751181,187.223925,-0.000003,1.211744,6.210484
71.720000,5851.922820,113.165013,80.958052,-8.870388,-3.085363,0.000059,5.785025,1162.751146,187.223929,-0.000003,1.211759,6.210484
71.730000,5852.722715,113.040176,80.957572,-8.870386,-3.085362,0.000059,5.785024,1162.751111,187.223933,-0.000003,1.211773,6.210483
71.740000,5853.522606,112.915340,80.957092,-8.870384,-3.085361,0.000059,5.785023,1162.751076,187.223937,-0.000003,1.211788,6.210483
71.750000,5854.322492,112.790505,80.956611,-8.870383,-3.085361,0.000059,5.785022,1162.751041,187.223940,-0.000003,1.211802,6.210483
71.760000,5855.122373,112.665671,80.956131,-8.870381,-3.085360,0.000059,5.785021,1162.751006,187.223944,-0.000003,1.211817,6.210482
71.770000,5855.922249,112.540837,80.955651,-8.870379,-3.085360,0.000059,5.785020,1162.750971,187.223948,-0.000003,1.211831,6.210482
71.780000,5856.722121,112.416004,80.955171,-8.870378,-3.085359,0.000058,5.785019,1162.750936,187.223951,-0.000003,1.211846,6.210482
71.790000,5857.521988,112.291172,80.954691,-8.870376,-3.085359,0.000058,5.785017,1162.750901,187.223955,-0.000003,1.211860,6.210481
71.800000,5858.321850,112.166340,80.954210,-8.870374,-3.085358,0.000058,5.785016,1162.750866,187.223959,-0.000003,1.211875,6.210481
71.810000,5859.121707,112.041510,80.953730,-8.870373,-3.085357,0.000058,5.785015,1162.750831,187.223962,-0.000003,1.211890,6.210481
71.820000,5859.921560,111.916680,80.953250,-8.870371,-3.085357,0.000058,5.785014,1162.750796,187.223966,-0.000003,1.211904,6.210481
71.830000,5860.721408,111.791851,80.952770,-8.870370,-3.085356,0.000058,5.785013,1162.750762,187.223970,-0.000003,1.211919,6.210480
71.840000,5861.521251,111.667023,80.952290,-8.870368,-3.085356,0.000058,5.785012,1162.750727,187.223973,-0.000003,1.211933,6.210480
71.850000,5862.321089,111.542195,80.951809,-8.870366,-3.085355,0.000058,5.785011,1162.750692,187.223977,-0.000003,1.211948,6.210480
71.860000,5863.120923,111.417368,80.951329,-8.870365,-3.085355,0.000058,5.785010,1162.750657,187.223980,-0.000003,1.211962,6.210479
71.870000,5863.920752,111.292542,80.950849,-8.870363,-3.085354,0.000058,5.785009,1162.750622,187.223984,-0.000003,1.211977,6.210479
71.880000,5864.720576,111.167717,80.950369,-8.870361,-3.085353,0.000058,5.785008,1162.750587,187.223987,-0.000003,1.211992,6.210479
71.890000,5865.520396,111.042892,80.949889,-8.870360,-3.085353,0.000058,5.785007,1162.750552,187.223991,-0.000003,1.212006,6.210478
71.900000,5866.320210,110.918069,80.949408,-8.870358,-3.085352,0.000057,5.785006,1162.750518,187.223995,-0.000003,1.212021,6.210478
71.910000,5867.120020,110.793246,80.948928,-8.870357,-3.085352,0.000057,5.785005,1162.750483,187.223998,-0.000003,1.212035,6.210478
71.920000,5867.919825,110.668423,80.948448,-8.870355,-3.085351,0.000057,5.785004,1162.750448,187.224002,-0.000003,1.212050,6.210477
71.930000,5868.719626,110.543602,80.947968,-8.870353,-3.085350,0.000057,5.785003,1162.750413,187.224005,-0.000003,1.212064,6.210477
71.940000,5869.519422,110.418781,80.947487,-8.870352,-3.085350,0.000057,5.785002,1162.750379,187.224009,-0.000003,1.212079,6.210477
71.950000,5870.319213,110.293961,80.947007,-8.870350,-3.085349,0.000057,5.785001,1162.750344,187.224012,-0.000003,1.212093,6.210477
71.960000,5871.118999,110.169142,80.946527,-8.870349,-3.085349,0.000057,5.785000,1162.750309,187.224015,-0.000003,1.212108,6.210476
71.970000,5871.918781,110.044324,80.946047,-8.870347,-3.085348,0.000057,5.784999,1162.750274,187.224019,-0.000003,1.212123,6.210476
71.980000,5872.718557,109.919506,80.945567,-8.870345,-3.085348,0.000057,5.784998,1162.750240,187.224022,-0.000003,1.212137,6.210476
71.990000,5873.518329,109.794689,80.945086,-8.870344,-3.085347,0.000057,5.784997,1162.750205,187.224026,-0.000003,1.212152,6.210475
72.000000,5874.318097,109.669873,80.944606,-8.870342,-3.085346,0.000057,5.784996,1162.750170,187.224029,-0.000003,1.212166,6.210475
72.010000,5875.117859,109.545058,80.944126,-8.870341,-3.085346,0.000057,5.784995,1162.750136,187.224033,-0.000003,1.212181,6.210475
72.020000,5875.917617,109.420243,80.943646,-8.870339,-3.085345,0.000056,5.784994,1162.750101,187.224036,-0.000003,1.212195,6.210474
72.030000,5876.717370,109.295429,80.943165,-8.870337,-3.085345,0.000056,5.784993,1162.750066,187.224039,-0.000003,1.212210,6.210474
72.040000,5877.517119,109.170616,80.942685,-8.870336,-3.085344,0.000056,5.784992,1162.750032,187.224043,-0.000003,1.212225,6.210474
72.050000,5878.316862,109.045804,80.942205,-8.870334,-3.085344,0.000056,5.784991,1162.749997,187.224046,-0.000003,1.212239,6.210474
72.060000,5879.116601,108.920992,80.941725,-8.870333,-3.085343,0.000056,5.784990,1162.749963,187.224049,-0.000003,1.212254,6.210473
72.070000,5879.916335,108.796181,80.941244,-8.870331,-3.085343,0.000056,5.784989,1162.749928,187.224053,-0.000003,1.212268,6.210473
72.080000,5880.716064,108.671371,80.940764,-8.870330,-3.085342,0.000056,5.784988,1162.749893,187.224056,-0.000003,1.212283,6.210473
72.090000,5881.515789,108.546562,80.940284,-8.870328,-3.085341,0.000056,5.784987,1162.749859,187.224059,-0.000003,1.212297,6.210472
72.100000,5882.315509,108.421753,80.939803,-8.870326,-3.085341,0.000056,5.784986,1162.749824,187.224063,-0.000003,1.212312,6.210472
72.110000,5883.115224,108.296946,80.939323,-8.870325,-3.085340,0.000056,5.784985,1162.749790,187.224066,-0.000003,1.212326,6.210472
72.120000,5883.914935,108.172139,80.938843,-8.870323,-3.085340,0.000056,5.784984,1162.749755,187.224069,-0.000003,1.212341,6.210472
72.130000,5884.714640,108.047333,80.938363,-8.870322,-3.085339,0.000056,5.784983,1162.749721,187.224073,-0.000003,1.212356,6.210471
72.140000,5885.514341,107.922527,80.937882,-8.870320,-3.085339,0.000055,5.784982,1162.749686,187.224076,-0.000003,1.212370,6.210471
72.150000,5886.314037,107.797722,80.937402,-8.870319,-3.085338,0.000055,5.784981,1162.749652,187.224079,-0.000003,1.212385,6.210471
72.160000,5887.113729,107.672918,80.936922,-8.870317,-3.085338,0.000055,5.784980,1162.749617,187.224082,-0.000003,1.212399,6.210470
